Dummy_ID,Date_time,Latitude,Longitude,Speed,VMS_Harbor,Month
SUBJ001,2019-01-18 11:46:01.999998,41.742,3.112,2.4,PALAMOS,2019-01
SUBJ007,2019-01-28 13:32:01.999997,41.82133333,3.23,2.2,PALAMOS,2019-01
SUBJ008,2019-01-21 11:21:01.999999,41.568,2.702,3.6,BLANES,2019-01
SUBJ010,2019-01-30 08:21:01.999999,41.54266667,3.196,4.0,BLANES,2019-01
SUBJ008,2019-01-31 14:29:02.000003,41.57,2.85,4.6,BLANES,2019-01
SUBJ014,2019-01-16 15:54:45.409274,41.666,2.822,0.0,BLANES,2019-01
SUBJ001,2019-01-02 07:20:02.000000,41.81733333,3.20466667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-02 07:55:02.000004,41.796,3.20066667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-02 09:50:02.000003,41.77066667,3.15266667,2.8,PALAMOS,2019-01
SUBJ001,2019-01-07 06:55:02.000001,41.756,3.11466667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-07 06:58:01.999998,41.75466667,3.114,2.4,PALAMOS,2019-01
SUBJ001,2019-01-07 08:53:01.999997,41.68466667,3.11333333,2.2,PALAMOS,2019-01
SUBJ001,2019-01-07 10:48:01.999996,41.65133333,3.12933333,2.0,PALAMOS,2019-01
SUBJ001,2019-01-07 12:43:02.000004,41.72066667,3.102,2.4,PALAMOS,2019-01
SUBJ001,2019-01-07 14:38:02.000003,41.77733333,3.12533333,1.4,PALAMOS,2019-01
SUBJ001,2019-01-08 06:54:00.000000,41.74866667,3.11266667,2.6,PALAMOS,2019-01
SUBJ001,2019-01-08 07:54:59.999999,41.712,3.09866667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-08 09:49:59.999998,41.64266667,3.12333333,2.6,PALAMOS,2019-01
SUBJ001,2019-01-08 11:46:00.000002,41.68066667,3.13733333,2.0,PALAMOS,2019-01
SUBJ001,2019-01-08 13:41:00.000001,41.75133333,3.114,2.2,PALAMOS,2019-01
SUBJ001,2019-01-09 06:32:02.000003,41.83866667,3.178,2.0,PALAMOS,2019-01
SUBJ001,2019-01-09 06:58:01.999998,41.83533333,3.2,2.8,PALAMOS,2019-01
SUBJ001,2019-01-09 08:53:01.999997,41.864,3.202,3.8,PALAMOS,2019-01
SUBJ001,2019-01-14 09:17:02.000000,41.838,3.176,2.6,PALAMOS,2019-01
SUBJ001,2019-01-14 09:50:02.000003,41.83533333,3.20533333,2.6,PALAMOS,2019-01
SUBJ001,2019-01-14 13:41:01.999997,41.77066667,3.18,2.2,PALAMOS,2019-01
SUBJ001,2019-01-15 06:50:02.000003,41.86666667,3.238,2.4,PALAMOS,2019-01
SUBJ001,2019-01-15 06:58:01.999998,41.86333333,3.24333333,2.4,PALAMOS,2019-01
SUBJ001,2019-01-15 08:53:01.999997,41.79733333,3.252,2.6,PALAMOS,2019-01
SUBJ001,2019-01-15 10:48:01.999996,41.76,3.23066667,2.4,PALAMOS,2019-01
SUBJ001,2019-01-15 12:43:02.000004,41.82866667,3.26,2.2,PALAMOS,2019-01
SUBJ001,2019-01-16 06:42:01.999999,41.75533333,3.116,1.8,PALAMOS,2019-01
SUBJ001,2019-01-16 07:55:02.000004,41.71066667,3.1,2.4,PALAMOS,2019-01
SUBJ001,2019-01-16 09:50:02.000003,41.642,3.122,2.4,PALAMOS,2019-01
SUBJ001,2019-01-16 11:46:01.999998,41.68266667,3.11533333,2.4,PALAMOS,2019-01
SUBJ001,2019-01-16 13:41:01.999997,41.754,3.114,2.2,PALAMOS,2019-01
SUBJ001,2019-01-17 06:58:01.999998,41.86533333,3.24,2.4,PALAMOS,2019-01
SUBJ001,2019-01-17 06:59:02.000003,41.86533333,3.24066667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-17 08:53:01.999997,41.802,3.24533333,2.2,PALAMOS,2019-01
SUBJ001,2019-01-17 10:48:01.999996,41.73533333,3.19733333,2.2,PALAMOS,2019-01
SUBJ001,2019-01-17 12:06:01.999999,41.72133333,3.146,3.4,PALAMOS,2019-01
SUBJ001,2019-01-18 06:55:02.000001,41.75266667,3.11333333,2.0,PALAMOS,2019-01
SUBJ001,2019-01-18 07:55:02.000004,41.71533333,3.1,2.4,PALAMOS,2019-01
SUBJ001,2019-01-18 13:41:01.999997,41.80466667,3.15866667,2.4,PALAMOS,2019-01
SUBJ001,2019-01-22 06:38:59.999997,41.80933333,3.20466667,2.4,PALAMOS,2019-01
SUBJ001,2019-01-22 07:54:59.999999,41.76666667,3.17866667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-22 09:49:59.999998,41.70133333,3.14733333,2.6,PALAMOS,2019-01
SUBJ001,2019-01-22 11:46:00.000002,41.73266667,3.19133333,2.4,PALAMOS,2019-01
SUBJ001,2019-01-22 13:41:00.000001,41.80533333,3.20466667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-22 15:04:00.000002,41.84466667,3.20866667,1.4,PALAMOS,2019-01
SUBJ001,2019-01-23 06:33:00.000003,41.83733333,3.17933333,2.2,PALAMOS,2019-01
SUBJ001,2019-01-23 06:58:00.000002,41.836,3.20066667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-23 08:53:00.000001,41.86733333,3.23733333,2.0,PALAMOS,2019-01
SUBJ001,2019-01-28 06:36:59.999996,41.826,3.20933333,2.6,PALAMOS,2019-01
SUBJ001,2019-01-28 07:55:02.000004,41.77933333,3.22666667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-28 09:50:02.000003,41.71933333,3.18066667,2.4,PALAMOS,2019-01
SUBJ001,2019-01-28 11:46:01.999998,41.766,3.222,2.4,PALAMOS,2019-01
SUBJ001,2019-01-28 13:35:02.000003,41.81466667,3.218,2.0,PALAMOS,2019-01
SUBJ001,2019-01-28 13:41:01.999997,41.81733333,3.212,3.0,PALAMOS,2019-01
SUBJ001,2019-01-29 06:38:01.999997,41.786,3.144,2.2,PALAMOS,2019-01
SUBJ001,2019-01-29 06:58:01.999998,41.77733333,3.13266667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-29 08:53:01.999997,41.71066667,3.1,2.4,PALAMOS,2019-01
SUBJ001,2019-01-29 10:48:01.999996,41.67933333,3.07666667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-29 12:43:02.000004,41.74733333,3.11333333,2.4,PALAMOS,2019-01
SUBJ001,2019-01-30 07:55:02.000004,41.76466667,3.118,2.0,PALAMOS,2019-01
SUBJ001,2019-01-30 09:50:02.000003,41.694,3.10866667,2.2,PALAMOS,2019-01
SUBJ001,2019-01-30 10:10:02.000004,41.68266667,3.11466667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-30 11:46:01.999998,41.722,3.184,1.6,PALAMOS,2019-01
SUBJ001,2019-01-30 13:41:01.999997,41.78866667,3.22533333,2.6,PALAMOS,2019-01
SUBJ001,2019-01-31 06:38:01.999997,41.83866667,3.17666667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-31 06:58:01.999998,41.836,3.19266667,2.0,PALAMOS,2019-01
SUBJ001,2019-01-31 10:48:01.999996,41.84533333,3.266,2.2,PALAMOS,2019-01
SUBJ001,2019-01-31 12:43:02.000004,41.82666667,3.208,2.4,PALAMOS,2019-01
SUBJ005,2019-01-02 06:45:00.000000,41.67,2.85933333,3.4,BLANES,2019-01
SUBJ002,2019-01-02 08:12:01.999999,41.72466667,3.438,2.0,PALAMOS,2019-01
SUBJ002,2019-01-02 12:03:02.000002,41.58666667,3.318,3.2,PALAMOS,2019-01
SUBJ002,2019-01-02 13:37:02.000004,41.54266667,3.252,3.0,PALAMOS,2019-01
SUBJ002,2019-01-03 07:43:01.999998,41.72333333,3.44,2.4,PALAMOS,2019-01
SUBJ002,2019-01-03 09:10:02.000001,41.66266667,3.41266667,3.4,PALAMOS,2019-01
SUBJ002,2019-01-03 11:05:02.000000,41.594,3.34733333,3.0,PALAMOS,2019-01
SUBJ002,2019-01-03 13:00:01.999999,41.53066667,3.26666667,3.4,PALAMOS,2019-01
SUBJ002,2019-01-03 13:37:02.000004,41.514,3.23866667,3.4,PALAMOS,2019-01
SUBJ002,2019-01-04 07:49:02.000001,41.73066667,3.472,2.8,PALAMOS,2019-01
SUBJ002,2019-01-04 08:12:01.999999,41.71466667,3.46933333,3.4,PALAMOS,2019-01
SUBJ002,2019-01-04 10:07:01.999998,41.63466667,3.43266667,2.4,PALAMOS,2019-01
SUBJ002,2019-01-04 13:31:02.000001,41.54533333,3.28933333,3.0,PALAMOS,2019-01
SUBJ002,2019-01-04 13:58:02.000001,41.54266667,3.29066667,2.8,PALAMOS,2019-01
SUBJ005,2019-01-02 07:05:59.999997,41.66466667,2.88333333,3.4,BLANES,2019-01
SUBJ005,2019-01-02 09:02:01.999997,41.61266667,2.85,1.8,BLANES,2019-01
SUBJ005,2019-01-02 10:57:01.999996,41.57333333,2.84666667,1.8,BLANES,2019-01
SUBJ005,2019-01-02 12:52:02.000004,41.58133333,2.84866667,1.8,BLANES,2019-01
SUBJ005,2019-01-02 14:47:02.000003,41.604,2.85133333,1.2,BLANES,2019-01
SUBJ005,2019-01-03 06:09:01.999996,41.632,2.84866667,3.0,BLANES,2019-01
SUBJ005,2019-01-03 06:21:02.000002,41.61533333,2.85,2.2,BLANES,2019-01
SUBJ005,2019-01-03 08:04:02.000004,41.57733333,2.848,1.8,BLANES,2019-01
SUBJ005,2019-01-03 11:54:02.000002,41.57866667,2.84466667,1.6,BLANES,2019-01
SUBJ005,2019-01-03 13:50:01.999997,41.61466667,2.84933333,1.6,BLANES,2019-01
SUBJ005,2019-01-04 07:06:02.000002,41.59466667,2.852,1.6,BLANES,2019-01
SUBJ005,2019-01-04 10:57:01.999996,41.586,2.85133333,2.0,BLANES,2019-01
SUBJ005,2019-01-04 14:56:02.000003,41.57866667,2.84466667,1.2,BLANES,2019-01
SUBJ005,2019-01-07 06:09:01.999996,41.66,2.81733333,3.8,BLANES,2019-01
SUBJ005,2019-01-07 06:47:01.999997,41.66733333,2.85866667,3.2,BLANES,2019-01
SUBJ005,2019-01-07 09:59:02.000003,41.578,2.84866667,2.8,BLANES,2019-01
SUBJ005,2019-01-07 15:45:01.999996,41.588,2.85,1.4,BLANES,2019-01
SUBJ005,2019-01-08 06:38:00.000001,41.608,2.85066667,2.2,BLANES,2019-01
SUBJ005,2019-01-08 07:05:59.999997,41.59533333,2.852,1.8,BLANES,2019-01
SUBJ005,2019-01-08 10:57:00.000000,41.58666667,2.85,1.6,BLANES,2019-01
SUBJ005,2019-01-08 14:46:59.999998,41.57933333,2.848,1.6,BLANES,2019-01
SUBJ005,2019-01-08 15:06:00.000003,41.56933333,2.848,1.8,BLANES,2019-01
SUBJ005,2019-01-09 06:27:59.999996,41.61533333,2.84866667,2.0,BLANES,2019-01
SUBJ005,2019-01-09 08:04:02.000004,41.56866667,2.84933333,2.0,BLANES,2019-01
SUBJ005,2019-01-10 09:02:01.999997,41.51466667,2.658,3.0,BLANES,2019-01
SUBJ005,2019-01-09 09:59:02.000003,41.61933333,2.84866667,2.6,BLANES,2019-01
SUBJ005,2019-01-09 11:54:02.000002,41.57466667,2.85,3.0,BLANES,2019-01
SUBJ005,2019-01-09 13:50:01.999997,41.616,2.84866667,2.2,BLANES,2019-01
SUBJ005,2019-01-09 15:45:01.999996,41.576,2.84533333,1.8,BLANES,2019-01
SUBJ005,2019-01-10 06:15:01.999999,41.626,2.786,3.4,BLANES,2019-01
SUBJ005,2019-01-10 07:06:02.000002,41.58466667,2.75666667,3.6,BLANES,2019-01
SUBJ005,2019-01-10 10:57:01.999996,41.56866667,2.69733333,3.0,BLANES,2019-01
SUBJ005,2019-01-11 06:09:01.999996,41.63466667,2.84666667,2.2,BLANES,2019-01
SUBJ005,2019-01-11 06:23:02.000003,41.61666667,2.84866667,3.2,BLANES,2019-01
SUBJ005,2019-01-11 08:04:02.000004,41.57,2.84933333,2.6,BLANES,2019-01
SUBJ005,2019-01-11 13:50:01.999997,41.60533333,2.85066667,3.0,BLANES,2019-01
SUBJ005,2019-01-14 06:06:01.999999,41.62733333,2.78666667,2.4,BLANES,2019-01
SUBJ005,2019-01-14 07:06:02.000002,41.57933333,2.75066667,3.2,BLANES,2019-01
SUBJ005,2019-01-14 09:02:01.999997,41.51066667,2.64866667,3.4,BLANES,2019-01
SUBJ005,2019-01-14 12:52:02.000004,41.59066667,2.84933333,1.6,BLANES,2019-01
SUBJ005,2019-01-14 14:47:02.000003,41.61866667,2.84866667,2.0,BLANES,2019-01
SUBJ005,2019-01-14 16:24:02.000002,41.586,2.85333333,1.2,BLANES,2019-01
SUBJ005,2019-01-15 06:09:01.999996,41.63333333,2.84866667,1.2,BLANES,2019-01
SUBJ005,2019-01-15 06:18:01.999996,41.618,2.84866667,2.2,BLANES,2019-01
SUBJ005,2019-01-15 08:04:02.000004,41.57466667,2.84933333,2.0,BLANES,2019-01
SUBJ005,2019-01-15 09:59:02.000003,41.60066667,2.85133333,1.4,BLANES,2019-01
SUBJ005,2019-01-15 13:50:01.999997,41.58533333,2.848,1.6,BLANES,2019-01
SUBJ005,2019-01-15 14:35:01.999997,41.57666667,2.84933333,3.6,BLANES,2019-01
SUBJ005,2019-01-16 07:06:02.000002,41.59466667,2.85,1.6,BLANES,2019-01
SUBJ005,2019-01-16 09:02:01.999997,41.636,2.84866667,2.6,BLANES,2019-01
SUBJ005,2019-01-16 10:57:01.999996,41.572,2.84933333,2.2,BLANES,2019-01
SUBJ005,2019-01-16 12:52:02.000004,41.60733333,2.85,1.8,BLANES,2019-01
SUBJ005,2019-01-16 14:17:01.999997,41.578,2.84933333,2.0,BLANES,2019-01
SUBJ005,2019-01-17 06:09:01.999996,41.63266667,2.84933333,1.6,BLANES,2019-01
SUBJ005,2019-01-17 08:04:02.000004,41.57533333,2.84933333,2.0,BLANES,2019-01
SUBJ005,2019-01-17 09:59:02.000003,41.598,2.85066667,1.8,BLANES,2019-01
SUBJ005,2019-01-18 06:29:01.999997,41.61266667,2.84866667,1.6,BLANES,2019-01
SUBJ005,2019-01-18 07:06:02.000002,41.596,2.85066667,1.4,BLANES,2019-01
SUBJ005,2019-01-18 10:57:01.999996,41.592,2.84866667,1.4,BLANES,2019-01
SUBJ005,2019-01-18 14:47:02.000003,41.58533333,2.848,1.4,BLANES,2019-01
SUBJ005,2019-01-21 06:07:02.000004,41.624,2.784,2.8,BLANES,2019-01
SUBJ005,2019-01-21 06:09:01.999996,41.62266667,2.78333333,3.6,BLANES,2019-01
SUBJ005,2019-01-21 08:04:02.000004,41.53533333,2.69666667,3.4,BLANES,2019-01
SUBJ005,2019-01-21 09:59:02.000003,41.542,2.67066667,3.2,BLANES,2019-01
SUBJ005,2019-01-21 11:54:02.000002,41.63133333,2.848,1.6,BLANES,2019-01
SUBJ005,2019-01-21 13:50:01.999997,41.57533333,2.84933333,1.2,BLANES,2019-01
SUBJ005,2019-01-22 06:49:59.999998,41.67,2.85533333,3.2,BLANES,2019-01
SUBJ005,2019-01-22 07:05:59.999997,41.668,2.874,3.2,BLANES,2019-01
SUBJ005,2019-01-22 09:02:00.000001,41.60266667,2.85133333,1.6,BLANES,2019-01
SUBJ005,2019-01-22 12:51:59.999999,41.57933333,2.84866667,1.6,BLANES,2019-01
SUBJ005,2019-01-22 14:46:59.999998,41.61533333,2.84866667,1.6,BLANES,2019-01
SUBJ005,2019-01-23 06:09:00.000000,41.63666667,2.848,3.0,BLANES,2019-01
SUBJ005,2019-01-23 06:22:00.000002,41.61866667,2.848,3.2,BLANES,2019-01
SUBJ005,2019-01-23 08:03:59.999999,41.57,2.85,3.6,BLANES,2019-01
SUBJ005,2019-01-23 09:58:59.999998,41.60133333,2.85133333,1.8,BLANES,2019-01
SUBJ005,2019-01-23 13:50:00.000001,41.59466667,2.85,1.4,BLANES,2019-01
SUBJ005,2019-01-24 06:24:00.000003,41.666,2.88866667,2.8,BLANES,2019-01
SUBJ005,2019-01-24 07:05:59.999997,41.66,2.83733333,3.4,BLANES,2019-01
SUBJ005,2019-01-24 09:02:00.000001,41.63533333,2.84866667,3.4,BLANES,2019-01
SUBJ005,2019-01-24 12:51:59.999999,41.61533333,2.84866667,2.2,BLANES,2019-01
SUBJ005,2019-01-24 14:46:59.999998,41.576,2.852,2.0,BLANES,2019-01
SUBJ005,2019-01-25 06:09:00.000000,41.63466667,2.84733333,2.6,BLANES,2019-01
SUBJ005,2019-01-25 06:13:00.000002,41.63066667,2.848,3.0,BLANES,2019-01
SUBJ005,2019-01-25 08:03:59.999999,41.57933333,2.852,1.6,BLANES,2019-01
SUBJ005,2019-01-25 09:58:59.999998,41.61333333,2.84866667,2.4,BLANES,2019-01
SUBJ005,2019-01-25 11:53:59.999997,41.57933333,2.856,4.4,BLANES,2019-01
SUBJ005,2019-01-25 13:50:00.000001,41.606,2.85066667,2.2,BLANES,2019-01
SUBJ005,2019-01-25 15:15:00.000003,41.57466667,2.85066667,1.2,BLANES,2019-01
SUBJ005,2019-01-28 06:29:00.000001,41.66533333,2.848,3.6,BLANES,2019-01
SUBJ005,2019-01-28 07:06:02.000002,41.66866667,2.89533333,3.4,BLANES,2019-01
SUBJ005,2019-01-28 09:02:01.999997,41.60333333,2.85066667,1.6,BLANES,2019-01
SUBJ005,2019-01-28 12:52:02.000004,41.57866667,2.85,1.6,BLANES,2019-01
SUBJ005,2019-01-28 14:47:02.000003,41.59466667,2.85,2.0,BLANES,2019-01
SUBJ005,2019-01-28 15:31:01.999998,41.574,2.85066667,3.8,BLANES,2019-01
SUBJ005,2019-01-29 06:09:01.999996,41.632,2.848,2.8,BLANES,2019-01
SUBJ005,2019-01-29 06:24:01.999999,41.61333333,2.848,2.4,BLANES,2019-01
SUBJ005,2019-01-29 08:04:02.000004,41.57533333,2.85066667,2.0,BLANES,2019-01
SUBJ005,2019-01-29 09:59:02.000003,41.60333333,2.85066667,2.0,BLANES,2019-01
SUBJ005,2019-01-29 13:50:01.999997,41.58133333,2.84866667,1.8,BLANES,2019-01
SUBJ005,2019-01-30 07:06:02.000002,41.59266667,2.84933333,1.8,BLANES,2019-01
SUBJ005,2019-01-30 12:52:02.000004,41.59533333,2.84933333,1.6,BLANES,2019-01
SUBJ005,2019-01-30 14:47:02.000003,41.614,2.84866667,2.0,BLANES,2019-01
SUBJ005,2019-01-30 15:59:02.000003,41.58333333,2.84866667,3.0,BLANES,2019-01
SUBJ005,2019-01-31 06:09:01.999996,41.634,2.848,1.2,BLANES,2019-01
SUBJ005,2019-01-31 06:20:01.999997,41.61733333,2.848,2.4,BLANES,2019-01
SUBJ005,2019-01-31 08:04:02.000004,41.578,2.84933333,2.8,BLANES,2019-01
SUBJ005,2019-01-31 09:59:02.000003,41.584,2.84866667,2.0,BLANES,2019-01
SUBJ005,2019-01-31 11:54:02.000002,41.616,2.848,2.0,BLANES,2019-01
SUBJ005,2019-01-31 13:49:02.000001,41.582,2.85666667,1.2,BLANES,2019-01
SUBJ005,2019-01-31 15:52:02.000004,41.592,2.84866667,2.4,BLANES,2019-01
SUBJ016,2019-01-02 08:09:02.000002,41.52066667,2.772,3.0,BLANES,2019-01
SUBJ016,2019-01-02 10:05:01.999997,41.45466667,2.69866667,2.8,BLANES,2019-01
SUBJ016,2019-01-02 12:00:01.999996,41.40533333,2.60333333,2.6,BLANES,2019-01
SUBJ016,2019-01-03 07:12:01.999996,41.572,2.78866667,2.8,BLANES,2019-01
SUBJ016,2019-01-03 09:07:02.000004,41.48666667,2.76,2.6,BLANES,2019-01
SUBJ016,2019-01-03 11:02:02.000003,41.43066667,2.66866667,3.2,BLANES,2019-01
SUBJ016,2019-01-07 07:12:01.999996,41.55333333,2.786,3.0,BLANES,2019-01
